item_key,title,abstract,authors,year,item_type,sources,source_queue
8KJEKBGT,Software vulnerability and functionality assessment using LLMs,"While code review is central to the software development process, it can be tedious and expensive to carry out. In this paper, we investigate whether and how Large Language Models (LLMs) can aid with code reviews. Our investigation focuses on two tasks that we argue are fundamental to good reviews: (i) flagging code with security vulnerabilities and (ii) performing software functionality validation, i.e., ensuring that code meets its intended functionality. To test performance on both tasks, we use zero-shot and chain-of-thought prompting to obtain final “approve or reject” recommendations. As data, we employ seminal code generation datasets (HumanEval and MBPP) along with expert-written code snippets with security vulnerabilities from the Common Weakness Enumeration (CWE). Our experiments consider a mixture of three proprietary models from OpenAI and smaller open-source LLMs. We find that the former outperforms the latter by a large margin. Motivated by promising results, we finally ask our models to provide detailed descriptions of security vulnerabilities. Results show that $36.7 \%$ of LLM-generated descriptions can be associated with true CWE vulnerabilities.CCS CONCEPTS• Software and its engineering → Software verification and validation; Software development techniques.",R. I. T. Jensen; V. Tawosi; S. Alamir,2024,conferencePaper,ieee,keep_queue
ZIRHZQLH,ET-LLM: an external pseudo-state interaction framework for stabilizing reasoning stance in stateless large language models,"Comparative analysis across three widely deployed LLM platforms (ChatGPT, Perplexity, and Claude) shows that externally supplied behavioral specifications / models, Human-AI interaction, Behavioral scaffolding, Prompt-based control, Reasoning stance, Model alignment, Epistemic rigor, Interaction design, AI governance",Roger Gale,2026,journalArticle,ssrn,maybe_queue
5EGEVAWY,Vibe-coding as a teaching competency in the use of artificial intelligence for medical education: a scoping review.,"Introduction: The emergence of Generative Artificial Intelligence has given rise to vibe-coding, a paradigm that allows educators without technical backgrounds to develop software using natural language. This advancement necessitates redefining the teaching competencies required to transition from users to creators of educational tools. Methods: A scoping review of the literature was conducted following PRISMA-ScR guidelines. Studies retrieved from Web of Science and Scopus databases addressing the use of vibe-coding by educators in higher and medical education were included. After the selection process, four publications from 2025 were included. A deductive reflexive thematic analysis was applied to classify findings according to the TPACK model dimensions (Technological, Pedagogical, and Content Knowledge). Results: Qualitative analysis reveals a reconfiguration of Technological Knowledge (TK), which dissociates from programming syntax to focus on structuring prompts and iterative dialogue with AI. The emergence of the ""clinician-developer"" role was identified, where Content Knowledge (CK) acts as an indispensable auditing mechanism to validate clinical accuracy and prevent hallucinations in generated algorithms. Technological-Pedagogical Knowledge (TPK) enabled educators to deconstruct complex logic into sequential steps to design simulators and personalized tools. Conclusions: Preliminary evidence suggests that vibe-coding democratizes educational software development, allowing educators to materialize complex pedagogical strategies without external technical dependence. This competency appears to demand robust disciplinary mastery to guarantee the safety and quality of the created resources. It is recommended to foster training in this emerging competency and conduct future empirical studies to evaluate the impact of these tools on student learning and teacher cognitive load.",Elizondo-Garcia,2026,journalArticle,wos,maybe_queue
IVV75ICH,Information law pluralism,"Information Law, Transparency, Regulation, Algorithmic Accountability, Impact Assessments, Artificial Intelligence, Privacy, Knowledge Production, Tech",Hannah Bloch-Wehba,2025,journalArticle,ssrn,maybe_queue
ZS3F6ZS7,QRS: a rule-synthesizing neuro-symbolic triad for autonomous vulnerability discovery,"Static Application Security Testing (SAST) tools are integral to modern DevSecOps pipelines, yet tools like CodeQL, Semgrep, and SonarQube remain fundamentally constrained: they require expert-crafted queries, generate excessive false positives, and detect only predefined vulnerability patterns. Recent work has explored augmenting SAST with Large Language Models (LLMs), but these approaches typically use LLMs to triage existing tool outputs rather than to reason about vulnerability semantics directly. We introduce QRS (Query, Review, Sanitize), a neuro-symbolic framework that inverts this paradigm. Rather than filtering results from static rules, QRS employs three autonomous agents that generate CodeQL queries from a structured schema definition and few-shot examples, then validate findings through semantic reasoning and automated exploit synthesis. This architecture enables QRS to discover vulnerability classes beyond predefined patterns while substantially reducing false positives. We evaluate QRS on full Python packages rather than isolated snippets. In 20 historical CVEs in popular PyPI libraries, QRS achieves 90.6% detection accuracy. Applied to the 100 most-downloaded PyPI packages, QRS identified 39 medium-to-high-severity vulnerabilities, 5 of which were assigned new CVEs, 5 received documentation updates, while the remaining 29 were independently discovered by concurrent researchers, validating both the severity and discoverability of these findings. QRS accomplishes this with low time overhead and manageable token costs, demonstrating that LLM-driven query synthesis and code review can complement manually curated rule sets and uncover vulnerability patterns that evade existing industry tools.",Tsigkourakos; Patsakis,2026,preprint,arxiv,maybe_queue
QIWGQWCY,Navigating the frontier of finance: a scoping review of generative AI applications and implications,"Recent technological advancements and intense competitive pressures have spurred the rapid integration of artificial intelligence (AI) into the financial sector. This trend is further amplified with the advent of generative AI (GAI), representing a significant advancement in AI technology with its wide-ranging applications in finance. This scoping review chapter delves into the evolution of GAI and its burgeoning role in financial analysis, management, and strategy. While GAI offers significant opportunities for business and financial entities, it also entails inherent risks that necessitate prudent consideration. These risks encompass embedded biases, outcome opacity, privacy concerns, performance robustness, unique cybersecurity threats, and the potential to create novel sources and transmission channels of systemic risks, which could impact financial sector stability. The chapter explores regulatory, ethical, and user-centric perspectives in AI-driven finance alongside technological innovations and applications. Methodologically, this review employs a structured approach to identify relevant studies, chart data, and collate, summarize, and report results. The findings highlight the critical balance between leveraging GAI for its benefits and mitigating its risks to ensure responsible use in the financial realm by adhering to ethical principles such as public participation, regulatory compliance, and a user-centric approach. This chapter offers valuable insights for policymakers, financial professionals, AI developers, and academics, guiding them in understanding the complexities of GAI in finance and informing strategies for responsible implementation. © 2025 Scrivener Publishing LLC.",Haidar; Abbass,2025,journalArticle,,maybe_queue
RDNMBD6N,Context-aware pipeline for automated code review using large language models,"Modern software projects are increasingly complex, placing significant demands on human reviewers during code review. While review is essential for ensuring quality, security, and maintainability, the rapid growth of contributions in large repositories often overwhelms reviewer capacity, leading to delays and inconsistent feedback. Existing automated tools, such as linters and static analyzers, provide only surface-level checks and fail to capture the nuanced, context-dependent aspects of review. This study introduces an AI-based code review agent designed to generate high-quality, actionable feedback from static analysis of real pull requests. The proposed system employs a context-aware pipeline with two specialized agents: a summarization agent that condenses source code into structured representations and a review generation agent that produces expert-level comments. To further enhance review quality, the system incorporates prompt-based experimentation, including chain-of-thought reasoning, role-based prompting, and multi-agent collaboration. Experiments across Python, C++, Go, and Java demonstrate that the context-aware agent consistently outperforms existing baselines in semantic alignment with human reviews and issue detection, effectively capturing logic, performance, security, and maintainability concerns. These results highlight the potential of combining structured reasoning, prompt engineering, and large language models to advance scalable and reliable automated code review.",F. Abdalgalil; G. Sherif; M. Mohamed; N. Maragaa; D. Shawky,25-2,conferencePaper,ieee,keep_queue
KWD6CKFR,From monitoring to authorization: the structural shift emerging in agentic AI governance,"systems transition from generating content to executing real-world side effects—writing to databases, initiating transactions, modifying infrastructure—the governance / It argues that traditional compliance mechanisms—deterrence, accountability, escalation, and documentation—are structurally mismatched to autonomous systems / Agentic AI, AI governance, authorization boundary, enforcement architecture, AI regulation, regulatory compliance, algorithmic accountability, AI risk / management, deterministic governance, evidence-grade governance, independent verification, policy-state binding",Edward Meyman,2026,journalArticle,ssrn,keep_queue
7TMTPBCH,"The AI governance market: institutional frameworks, regulatory architecture, and the economics of trust in artificial intelligence systems","Artificial Intelligence Governance, Algorithmic Accountability, Technology Regulation, Digital Trust Infrastructure, Responsible AI, Risk Management Systems",Supradip Baul,2026,journalArticle,ssrn,keep_queue
5KGLSCGB,Exploring altered open source software development patterns in a time of generative AI,"We leverage the March 2023 announcement and April 2023 public release of GitHub Copilot X (CX) as a natural experiment, analyzing a 27-week user-week panel / However, this expansion comes with trade-offs in code quality, as we document a 2% increase in copy-pasted code and a decline in project novelty for casual",Xinyu Li; Francis Joseph Costello; Keongtae Kim; Xiaoquan (Michael) Zhang,2025,journalArticle,ssrn,keep_queue
