item_key,decision,confidence,rationale
A2WZES7C,discard,low,"Abstract reports no findings or methodology — operationalizability cannot be assessed from this text alone."
2WS67WMV,discard,high,"LLM-based extraction of legal principles from Italian judicial decisions is a legal-domain application with no software engineering or code governance angle."
I2R5HGWU,discard,high,"Autonomous scientific discovery system for ML research artifacts presents no governance, oversight, or control mechanism for AI-generated code in software organizations."
872D4SBY,discard,high,"Copyright law analysis of GenAI input/output stages is focused on creative content incentives and dataset access — no software or code generation governance angle."
7VPMJGPD,discard,high,"Measures GenAI impact on IT professionals' cognitive skills and productivity without any risk, oversight, or governance dimension."
MRLPP8EG,discard,medium,"Regulatory sandbox policy coordination between the AI Act and Cyber Resilience Act provides no operational mechanism a software engineering organization can directly adopt."
YVIAPDQV,discard,high,"EU AI Act high-risk system analysis applied exclusively to travel/PNR data intelligence — no software engineering or code generation context."
ECBCGAGQ,keep,high,"Empirical study revealing LLMs' stated responsible AI values diverge from applied requirements prioritization in SE contexts directly establishes the need for human oversight in LLM-assisted software engineering."
DKSUWNRJ,discard,high,"Scalable legal compliance automation framework for US jurisdictional law has no connection to software development governance or AI-generated code oversight."
7G9QCQS8,discard,medium,"LLM-based DFD generation tool paper mentions human oversight as a design feature but does not study or measure the oversight mechanism itself — tool capability paper without governance angle."
WFLPD39V,discard,high,"Ethical technology assessment for LegalTech tools in the legal sector — no connection to software engineering."
94RE6GF2,keep,high,"Systematic empirical evaluation of 9 LLMs on CWE classification and CVSS score prediction across 300 real CVEs provides a reproducible benchmark methodology directly usable for AI-assisted vulnerability triage in SE organizations."
F9QK552Y,discard,medium,"Enterprise AI governance analysis of causal reasoning failures in regulated industries addresses model risk but has no connection to software code generation or engineering organization workflows."
5VAMCJ92,keep,high,"DevSecOps data masking framework with HITL feedback loop explicitly integrated into CI/CD pipelines provides a validated, replicable governance model for AI-assisted development in regulated engineering environments."
E25E26X3,discard,high,"Philosophical epistemic accountability diagnosis of generative AI presents no operational mechanism for a software engineering organization."
MQPP8A2R,discard,high,"Geopolitical AI strategy comparison (US-EU-China) has no connection to software engineering practice or AI code generation governance."
NXEQPD9N,discard,high,"Multi-agent educational AI tutoring architecture with safety governance is domain-specific to education with no transferable mechanism for software engineering."
V663CXXR,discard,high,"Trustworthy AI framework applied to human trafficking risk mitigation has no software or code generation angle."
ND2RE3U3,discard,medium,"Formal threat model for adversarial manipulation of AI-based cyber defense belief systems is security research without connection to governance of AI-generated code or developer oversight."
JK8XCLI5,discard,high,"Behavioral study of human reactions to AI management on crowdsourced platforms is organizational psychology without a software code governance angle."
X2LU7X4P,discard,medium,"Content moderation automation accountability framework addresses platform content, not software code, and the abstract is too thin to assess structural transferability to code review governance."
ECSGQGZ9,discard,high,"Speculative theoretical AI governance architecture (Pantera Framework) has no empirical validation and no operational mechanism for software engineering organizations."
