item_key,title,abstract,authors,year,item_type,sources,source_queue
49TB7MQU,Legal implications of artificial intelligence: a comparative analysis of global regulatory frameworks and emerging challenges,"We examine the European Union's horizontal, risk-based approach embodied in the AI Act and its interplay with the GDPR, contrasting it with the United / Artificial intelligence, AI Act, GDPR, AI regulation, legal liability, AI ethics, algorithmic governance, ISO standards, explainable AI, algorithmic fairness",Jonathan Anchia,2026,journalArticle,ssrn,keep_queue
M4WRC5XI,Auditing large language models,"Large Language Models, AI Auditing, Algorithmic Bias, Data Provenance, AI Governance, Ethical AI, Regulatory Compliance",Meghan Wondra,2025,journalArticle,ssrn,keep_queue
FKBLALKB,A constitutional alignment framework for AI governance: transplanting corporate veil-piercing with semantic reachability mapping,"Problem Solved: AI governance is stuck in a tripartite impasse: governments want oversight, companies want opacity, users want both access / AI Act / NIST RMF with reactive enforcement when preventive regulation fails


• AI developers: Clear conditions for maintaining / AI governance, corporate veil-piercing, accountability mechanisms, regulatory design, stakeholder negotiation, institutional framework, ethical ledgers",Yizi Zhang,2025,journalArticle,ssrn,keep_queue
TBVVUVUF,Artificial intelligence: an approach to integrated risk management,"Image processing, Natural Language Processing, Analytics and Insights, Algorithms are fast developing AI for enterprise adoption. / This being the scenario, it is imperative for the Organization to evolve and adopt an integrated risk management methodology given that AI adoption bring / Artificial Intelligence, AI Governance, AI Risk Management, AI in Financial Industry",Uma Somayajula,2022,journalArticle,ssrn,keep_queue
CH6KSAGK,Libel via language models,"LMs could be economically significant, and the liability environment they exist in will affect where they are developed, who accumulates wealth from their / Understanding the existing liability environment allows both developers and policy-makers to make informed decisions — about which jurisdiction to offer / Generative AI, Large Language Models, Defamation, Libel, Tort Law",Peter Wills,2024,journalArticle,ssrn,maybe_queue
F64C9ESW,AI adoption and central banks in emerging markets: challenges and strategies,"The recent BIS report (January 29, 2025) on AI governance in central banks provides a comprehensive framework for integrating AI into financial institutions / This is what BIS terms "" an adaptive AI governance framework.""",Sunando Roy,2025,journalArticle,ssrn,maybe_queue
XE2EZPNN,"Verifiable healthcare data governance, provenance, and accountability in the age of artificial intelligence","Healthcare AI, Data Provenance, Data Governance, Algorithmic Accountability, HIPAA, Machine Learning, AI Transparency, Federated Learning, Healthcare Data",Ernest Stukes,2026,journalArticle,ssrn,maybe_queue
4DH4XNF6,Road-mapping generative AI (GenAI) and its impact: AI for whom and for what?,"This introductory chapter outlines the conceptual foundations, objectives, and structure of Multidisciplinary Movements in AI and Generative AI / It advances a roadmap for responsible and inclusive AI, underscoring trust-building, accountability, and human-centric governance as prerequisites for / Artificial Intelligence, AI, Generative AI, Web3, Decentralization, Digital Governance, Sustainability, UN Sustainable Development Goals, Trustworthy AI",Anna Visvizi; Igor Calzada; Krzysztof Kozłowski; Orlando Troisi,2025,journalArticle,ssrn,maybe_queue
WYGRCC24,"Can AI improve the fairness of peer review? Toward human-centered, reproducible, and cognitively augmented evaluation systems",This paper explores how artificial intelligence (AI) can enhance fairness and reproducibility in grant and manuscript evaluation without replacing human / oversight.,Ricardo Pietrobon; Aline Machiavelli; Luiza Paulsen Rodrigues; Amit Agrey; Lizzy Nkeangnyi,2025,journalArticle,ssrn,maybe_queue
AVLR4RJE,"LLM-based multi-agent systems for software engineering: literature review, vision, and the road ahead","Integrating Large Language Models (LLMs) into autonomous agents marks a significant shift in the research landscape by offering cognitive abilities that are competitive with human planning and reasoning. This article explores the transformative potential of integrating Large Language Models into Multi-Agent (LMA) systems for addressing complex challenges in software engineering (SE). By leveraging the collaborative and specialized abilities of multiple agents, LMA systems enable autonomous problem-solving, improve robustness, and provide scalable solutions for managing the complexity of real-world software projects. In this article, we conduct a systematic review of recent primary studies to map the current landscape of LMA applications across various stages of the software development lifecycle (SDLC). To illustrate current capabilities and limitations, we perform two case studies to demonstrate the effectiveness of state-of-the-art LMA frameworks. Additionally, we identify critical research gaps and propose a comprehensive research agenda focused on enhancing individual agent capabilities and optimizing agent synergy. Our work outlines a forward-looking vision for developing fully autonomous, scalable, and trustworthy LMA systems, laying the foundation for the evolution of Software Engineering 2.0.",He; Treude; Lo,May ,journalArticle,acm,keep_queue
