item_key,title,abstract,authors,year,item_type,sources,source_queue
RAAVB72Z,Securing applications of large language models: a shift-left approach,"The emergence of large language models (LLMs) has brought forth remarkable capabilities in various domains, yet it also poses inherent risks to trustfulness, encompassing concerns such as toxicity, stereotype bias, adversarial robustness, ethics, privacy, and fairness. Particularly in sensitive applications like customer support chatbots, AI assistants, and digital information automation, which handle privacy-sensitive data, the adoption of generative pre-trained transformer (GPT) models is pervasive. However, ensuring robust security measures to mitigate potential security vulnerabilities is imperative. This paper advocates for a proactive approach termed ""security shift-left,"" which emphasizes integrating security measures early in the development lifecycle to bolster the security posture of LLM-based applications. Our proposed method leverages basic machine learning (ML) techniques and retrieval-augmented generation (RAG) to effectively address security concerns. We present empirical evidence validating the efficacy of our approach with one LLM-based security application designed for the detection of malicious intent, utilizing both open-source datasets and synthesized datasets. By adopting this security shift-left methodology, developers can confidently develop LLM-based applications with robust security protection, safeguarding against potential threats and vulnerabilities.",Q. Lan; A. Kaul; N. K. Das Pattanaik; P. Pattanayak; V. Pandurangan,2024,conferencePaper,ieee,keep_queue
7P4HGG2L,The impossible proof,"Contemporary copyright and AI regulation increasingly rely on transparency, traceability, and accountability requirements. / The paper reframes the current crisis not as a failure of copyright law or AI governance, but as an evidentiary deficit. / evidence, proof Infrastructure, Artificial Intelligence Regulation, Copyright Law, Transparency, Auditability, Platform Governance, Evidentiary Standards",Romain Benabdelkader,2026,journalArticle,ssrn,keep_queue
HR4NNFDP,How to develop and use artificial intelligence ethically? Building an analytic theory on ai ethics,"The rapid emergence of generative AI, such as ChatGPT, Sora, DeepSeek, and Agentic AI, and the pursuit of superintelligence highlight the urgent need for / strong practical significance by offering guidance to organizational leaders and policymakers, helping shape ethical AI development, implementation, governance",Yuzhou Qian; Keng Leng Siau,2025,journalArticle,ssrn,maybe_queue
YN3JDZQA,Distinguishing governance from compliance evidence: a framework for post-incident reconstruction,"automated decision systems, governance evidence, structural accountability collapse, evidence degradation, decision event schema, algorithmic accountability",Oleg Solozobov,2026,journalArticle,ssrn,keep_queue
VV5RHBZ6,Governing AI systems through corporate theory,"This is especially true with interconnected agentic AI systems, which function as a nexus of algorithms. / This shows that corporate theory can be helpful in AI governance, which allows the nascent field of AI governance to adopt corporate theory’s centuries",Paul D. Weitzel,2024,journalArticle,ssrn,keep_queue
U8XDGJTB,The economics of unverifiability,"The preceding papers in this series argued that unresolved uncertainty in generative AI is not eliminated by explainability, but displaced into governance / This externalization is treated not as market failure, but as a rational response to existing liability structures, competitive pressures, and cost asymmetries / AI Economics, Unverifiability, Externalization, Distributed Liability, Absorptive Capacity, Market Signaling, Verifiability, AI Governance, Auditability",Thomas Gessler,2026,journalArticle,ssrn,keep_queue
6V2LPJFP,"Generative AI, work and risks in cultural and creative industries","We identify this as a new class of risk related to privacy, cybersecurity, breach of professional standards, bias, misinformation, accountability, harm / This paper seeks to correct that oversight by developing an empirical measure of the separability of task-level risk due to AI-driven job transformation / Generative AI, AI risk, Synthetic Data, Technology exposure, ChatGPT, LLM, Work, Jobs, Technological change, Cultural and Creative Industries, technological",Emmanuelle Walkowiak; Jason Potts,2024,journalArticle,ssrn,maybe_queue
WMM8W45A,Transformations in the roles and skills of middle managers in the era of generative AI: an activity theory perspective,"The adoption of Generative Artificial Intelligence (GAI), including tools like ChatGPT, is profoundly reshaping organizational landscapes. These technologies enhance creativity, decision-making, and automation, challenging traditional workflows and managerial practices. Middle managers, positioned between strategic decisions and daily operations, play a pivotal role in bridging these transformations. However, the micro-level dynamics of their evolving roles and competencies remain underexplored, particularly within specific industries like telecommunications or hybrid service firms. This study uses activity theory to analyze the tensions and contradictions arising from GAI adoption, focusing on its impact on middle managers. It identifies key mechanisms such as Bottom-Up innovation dynamics, Shadow IT, and shifts in governance frameworks. Findings from diverse organizational contexts highlight the need for structured approaches to skill development, balancing technical and human-centric competencies. This research contributes to understanding managerial transformation and offers actionable strategies for organizations to navigate the complexities of GAI integration effectively. © Americas Conference on Information Systems, AMCIS 2025.",Jean-Baptiste,2025,conferencePaper,,maybe_queue
PW7MYU5I,Minimum viable ethics (MVE) for military AI: the traffic light protocol and accountability architecture,"First, the Traffic Light Protocol establishes human control levels through colour coding: Red (Human-IN-the-Loop) for lethal force against humans, requiring / Human-ON-the-Loop) for timecritical defensive systems with human override authority; and Green (Human-OUT-of-the-Loop) for non-lethal missions permitting full automation / Military AI, ethics, autonomous weapons systems, governance, middle powers, ASEAN",Tamrongchai Noonpugdee,2026,journalArticle,ssrn,maybe_queue
SWFPDFPE,Superjustice: law in the age of artificial intelligence — introduction,"It examines the evolving relationship between human judgment and AI capabilities in adjudication and revisits the human-in-the-loop principle. / This Introduction sets out the book’s thesis, situates it within current debates on AI and law, and maps the full argument. / Superjustice, CRISPR-J, legal technology, human-AI collaboration, AI dispute resolution, legal democratization, legal decentralization, access to justice",Samuel Becher; Benjamin Alarie,2026,journalArticle,ssrn,maybe_queue
