item_key,title,authors,year,item_type,abstract
B4TVIG5Y,Toward a maturity model for AI-assisted software development: conceptual framework and research agenda,S. Tereci; E. Gökalp; A. Dikici,2026,conferencePaper,"While AI-assisted tools are rapidly entering the workplace, their adoption remains largely informal and unmanaged. This lack of oversight creates significant uncertainty regarding software quality, security, and overall team productivity. Traditional process models—most notably CMMI—were designed for deterministic workflows and struggle to account for the probabilistic nature of AI-generated code. This study addresses this governance gap by proposing the AASD-OMM (AI-Assisted Software Development Organizational Maturity Model). Applying a Design Science Research (DSR) methodology, we identify three critical deficiencies in current industry practices: the lack of standardized integration frameworks, the failure of traditional metrics to measure AI-augmented work, and the absence of holistic process models. The AASD-OMM framework structures organizational growth across five maturity levels and five key pillars: Process Integration, Governance & Ethics, Technical Infrastructure, Human & Culture, and Data & Measurement. The result is a practical, measurable pathway for AI adoption that remains compliant with ISO/IEC 33000 standards and upcoming regulatory requirements."
LQVJ7XT6,State of the art of the security of code generated by LLMs: a systematic literature review,L. C. Ramírez; X. Limón; Á. J. Sánchez-García et al.,2024,conferencePaper,"AI -assisted programming has experienced a surge in popularity over the past few years, largely thanks to advancements in Large Language Model technologies. This has led to the emergence of tools like ChatGPT and GitHub Copilot. However, the use of AI models for code generation comes with a downside: the resulting code is susceptible to vulnerabilities, thus posing new challenges in the field of secure software development. In this study, we analyze the current state of research regarding the security of LLM generated code from the Software Engineering perspective. We conducted a Systematic Literature Review following the guidelines from Kitchenham et al. The search process included five sources: IEEE Xplore, ACM, Science Direct, Springer Link and Wiley Online Library. We also included an iteration of backward and forward snowballing. We obtained 3104 peer-reviewed studies though Quasi-Gold aided automated search and selected the most relevant ones through 5 stages. The final selection includes 15 primary studies from which we extracted and synthesized data. We identified seven different kinds of security vulnerability present in LLM generated code, six different mitigation strategies and practices, and four tools recommended by authors to use in conjunction with LLM code generation. Security related issues within LLM generated code have only just begun to be explored, initial research has already emphasized the significance of considering the inclusion of AI-powered code generation in software projects, as it carries the risk of introducing vulnerabilities at a higher rate than human-generated code. The vulnerabilities, practices and tools identified in this study, can potentially help developers to use LLM programming assistants more responsibly, making informed decisions when leveraging LLM technology."
Y9EKDJY8,Software trustworthiness assessment via large language models (LLMs),S. J. Jananloo,2025,conferencePaper,"Nowadays, almost everything in our daily lives is handled by software. From transport systems and autonomous systems to healthcare and financial contracts. So, trustworthiness has become critical. Software trustworthiness refers to the degree to which a software system can be trusted, in the aspects of reliability and security. It means the ability to behave as expected even when facing faults, attacks, or unexpected conditions. Static Code Analysis (SCA) tools can be used to identify security issues, such as software vulnerabilities. Though, SCA tools have a great number of False Positives (FPs) and False Negatives (FNs). Consequently, developers do not use them or spend a lot of time analyzing the alerts reported by such tools without knowing that all vulnerabilities are identified. On the other hand, Large Language Models (LLMs) are being used in software engineering tasks, such as code generation, code review, code documentation, and even bug detection. These capabilities have attracted the interest of researchers to their potential for automating Software Trustworthiness Assessment (STA). As the performance of LLMs in STA is not satiable yet, there is an emerging need to obtain the best results out of their great potential. Although there are many works about the use of LLMs for the Software Vulnerability Detection (SVD), to the best of our knowledge, no other works have evaluated their ability to perform STA. This Ph.D. has 4 goals: 1. To evaluate the ability of LLMs to do the STA, 2. To develop a Software Characterization Mechanism based on LLMs, 3. To develop the Software Compliance and Risk Assessment Process supported by LLMs, and 4. To create an LLM-based tool for STA."
2SRQ7Z6N,The “code” of ethics: a holistic audit of AI code generators,W. Ma; Y. Song; M. Xue et al.,2024,journalArticle,"AI-powered programming language generation (PLG) models have gained increasing attention due to their ability to generate source code of programs in a few seconds with a plain program description. Despite their remarkable performance, many concerns are raised over the potential risks of their development and deployment, such as legal issues of copyright infringement induced by training usage of licensed code, and malicious consequences due to the unregulated use of these models. In this article, we present the first-of-its-kind study to systematically investigate the accountability of PLG models from the perspectives of both model development and deployment. In particular, we develop a holistic framework not only to audit the training data usage of PLG models, but also to identify neural code generated by PLG models as well as determine its attribution to a source model. To this end, we propose using membership inference to audit whether a code snippet used is in the PLG model's training data. In addition, we propose a learning-based method to distinguish between human-written code and neural code. In neural code attribution, through both empirical and theoretical analysis, we show that it is impossible to reliably attribute the generation of one code snippet to one model. We then propose two feasible alternative methods: one is to attribute one neural code snippet to one of the candidate PLG models, and the other is to verify whether a set of neural code snippets can be attributed to a given PLG model. The proposed framework thoroughly examines the accountability of PLG models which are verified by extensive experiments. The implementations of our proposed framework are also encapsulated into a new artifact, named CodeForensic, to foster further research."
AGMUZP58,Self-admitted GenAI usage in open-source software,T. Xiao; Y. Fan; F. Calefato et al.,2026,journalArticle,"The widespread adoption of generative AI (GenAI) tools such as GitHub Copilot and ChatGPT is transforming software development. Since generated source code is virtually impossible to distinguish from manually written code, their real-world usage and impact on opensource software (OSS) development remain poorly understood. In this paper, we introduce the concept of self-admitted GenAI usage, that is, developers explicitly referring to the use of GenAI tools for content creation in software artifacts. Using this concept as a lens to study how GenAI tools are integrated into OSS projects, we analyze a curated sample of more than 200,000 GitHub repositories, identifying 1,292 such self-admissions across 156 repositories in commit messages, code comments, and project documentation. Using a mixed methods approach, we derive a taxonomy of 32 tasks, 10 content types, and 11 purposes associated with GenAI usage based on 1,292 qualitatively coded mentions. We then analyze 13 documents with policies and usage guidelines for GenAI tools and conduct a developer survey to uncover the ethical, legal, and practical concerns behind them. Our findings reveal that developers actively manage how GenAI is used in their projects, highlighting the need for project-level transparency, attribution, and quality control practices in AI-assisted software development. Finally, we examine the longitudinal impact of GenAI adoption on code churn in 151 repositories with self-admitted GenAI usage and find no general increase, contradicting popular narratives on the impact of GenAI on software development."
KQKP3BMR,SOEN-101: code generation by emulating software process models using large language model agents,F. Lin; D. J. Kim; T. -H. Chen,2025,conferencePaper,"Software process models are essential to facilitate collaboration and communication among software teams to solve complex development tasks. Inspired by these software engineering practices, we present FlowGen - a code generation framework that emulates software process models based on multiple Large Language Model (LLM) agents. We emulate three process models, FlowGenWaterfall, FlowGenTDD, and FlowGenScrum, by assigning LLM agents to embody roles (i.e., requirement engineer, architect, developer, tester, and scrum master) that correspond to everyday development activities and organize their communication patterns. The agents work collaboratively using chain-of-thought and prompt composition with continuous selfrefinement to improve the code quality. We use GPT3.5 as our underlying LLM and several baselines (RawGPT, CodeT, Reflexion) to evaluate code generation on four benchmarks: HumanEval, HumanEval-ET, MBPP, and MBPP-ET. Our findings show that FlowGenScrum excels compared to other process models, achieving a Pass@1 of 75.2, 65.5, 82.5, and 56.7 in HumanEval, HumanEval-ET, MBPP, and MBPP-ET, respectively (an average of 15% improvement overRawGPT). Compared with other state-of-the-art techniques, FlowGenScrum achieves a higher Pass@1 in MBPP compared to CodeT, with both outperforming Reflexion. Notably, integrating CodeT into FlowGenScrum resulted in statistically significant improvements, achieving the highest Pass@1 scores. Our analysis also reveals that the development activities impacted code smell and exception handling differently, with design and code review adding more exception handling and reducing code smells. Finally, FlowGen models maintain stable Pass@1 scores across GPT3.5 versions and temperature values, highlighting the effectiveness of software process models in enhancing the quality and stability of LLM-generated code."
TPAAIV8D,Security degradation in iterative AI code generation: a systematic analysis of the paradox,S. Shukla; H. Joshi; R. Syed,2025,conferencePaper,"The rapid adoption of Large Language Models (LLMs) for code generation has transformed software development, yet little attention has been given to how security vulnerabilities evolve through iterative LLM feedback. This paper analyzes security degradation in AI-generated code through a controlled experiment with 400 code samples across 40 rounds of ""improvements"" using four distinct prompting strategies. Our findings show a 37.6% increase in critical vulnerabilities after just five iterations, with distinct vulnerability patterns emerging across different prompting approaches. This evidence challenges the assumption that iterative LLM refinement improves code security and highlights the essential role of human expertise in the loop. We propose practical guidelines for developers to mitigate these risks, emphasizing the need for robust human validation between LLM iterations to prevent the paradoxical introduction of new security issues during supposedly beneficial code ""improvements."""
TLEX7FBP,"Security and quality in LLM-generated code: a multi-language, multi-model analysis",M. F. Kharma; S. Choi; M. Alkhanafseh et al.,2026,journalArticle,"Artificial Intelligence (AI) driven code generation tools are increasingly used throughout the software development lifecycle to accelerate coding tasks. However, the security of AI-generated code using large language models (LLMs) remains underexplored, and recent studies have revealed various risks and weaknesses. This paper presents a measurement study of LLM-generated code across four programming languages (Python, Java, C++, and C) and five widely used LLM families. We construct a manually curated dataset of 200 programming tasks, grouped into seven functional and security-relevant categories, each with language-neutral specifications. For every combination of task, language, and model, we generate code and evaluate it along three axes: syntactic validity and compilation success, semantic correctness using 4,000 per program unit test files, and software quality and security using SonarQube and CodeQL, complemented by manual review of key static analysis findings. Our results show clear language effects: Python and Java achieve higher compilation and semantic correctness rates and produce fewer security findings than C and C++, where we observe more memory safety issues, hard-coded secrets, and cryptographic misuses. We also find that many models fail to make use of modern security features available in recent compiler and toolkit updates (i.e., in Java 17), and that outdated methods remain common, particularly in C++. These findings highlight the need to advance LLMs so that they better align with emerging secure coding practices and language-specific best practices. All code and data are available at GitHub."
MVWFAXDW,Securing AI code generation - a prompt rectification approach for mitigating cyber risks,J. Dong; Z. Ni; N. Sun et al.,2025,conferencePaper,"The past decade has witnessed the wide adoption of AI code generators, such as GitHub Copilot, AskCodi, and OpenAI Codex. They offer intelligent solution code for code completion to achieve faster development, cleaner code, and a significant boost in overall productivity. However, such significant productivity advantages also inadvertently lead to the generation of insecure solution code because most AI code generators derive their knowledge from existing projects, which typically prioritize functionality over security. Although numerous tools have been developed to integrate with the code generators for identifying vulnerabilities, the inconsistency in syntactic features and variability in coding rules make the detection task challenging across different programming languages. To address the challenges, we devise a prompt-enhancing approach, PECKER. It examines textual prompts provided by users to identify risky prompts that could lead to insecure code generation. Given the risky prompts, PECKER conducts security-centric rewriting to strengthen the ""potentially insecure"" descriptions, thereby guiding AI code generators in mitigating vulnerabilities during code generation. We integrated PECKER with one of the most prevalent AI code generators, GitHub Copilot for evaluation. Among 509 risky prompts, PECKER successfully identified and rectified 471 risky prompts."
QVRZ4GP5,SecureFixAgent: a hybrid LLM agent for automated python static vulnerability repair,J. Gajjar; K. Subramaniakuppusamy; R. Puthal et al.,2025,conferencePaper,"Modern software development pipelines face growing challenges in securing large codebases with extensive dependencies. Static analysis tools like Bandit are effective at vulnerability detection but suffer from high false positives and lack repair capabilities. Large Language Models (LLMs), in contrast, can suggest fixes but often hallucinate changes and lack self-validation. We present SecureFixAgent, a hybrid repair framework integrating Bandit with lightweight local LLMs (<8B parameters) in an iterative detect–repair–validate loop. To improve precision, we apply parameter-efficient LoRA-based fine-tuning on a diverse, curated dataset spanning multiple Python project domains, mitigating dataset bias and reducing unnecessary edits. SecureFixAgent uses Bandit for detection, the LLM for candidate fixes with explanations, and Bandit revalidation for verification, all executed locally to preserve privacy and reduce cloud reliance. Experiments show SecureFixAgent reduces false positives by 10.8% over static analysis, improves fix accuracy by 13.51%, and lowers false positives by 5.46% compared to pre-trained LLMs, typically converging within three iterations. Beyond metrics, developer studies rate explanation quality 4.5/5, highlighting its value for human trust and adoption. By combining verifiable security improvements with transparent rationale in a resource-efficient local framework, SecureFixAgent advances trustworthy, automated vulnerability remediation for modern pipelines."
