item_key,title,authors,year,item_type,abstract
B4JWDAMV,"Shadow AI: governance, risk, and organisational resilience",Ross; Hibbert; Moss,2025,conferencePaper,"The rapid proliferation of generative and predictive AI tools has introduced a new and largely unregulated phenomenon: Shadow AI - the unsanctioned, informal use of artificial intelligence technologies within organisations. This paper conceptualises Shadow AI as a distinct sociotechnical challenge, emerging at the intersection of digital innovation, organisational culture, and governance failure. Through a multi-layered analysis, we develop a typology of Shadow AI use cases, propose a risk classification framework, and explore diverse stakeholder perspectives on its implications. Drawing on anonymised case studies from sectors including healthcare, finance, defence, and education, we demonstrate how Shadow AI introduces systemic vulnerabilities that are poorly addressed by conventional cybersecurity or compliance frameworks. The paper concludes by offering a set of actionable recommendations for organisations, policymakers, and educators, and outlines two forward-looking research agendas focused on secure AI deployment and cyber statecraft. By framing Shadow AI as both a risk and a signal of latent demand, this paper calls for an adaptive, ethically grounded approach to AI governance - one that balances innovation with resilience in an era of decentralised technology use. © 2025 IEEE."
BATXSK84,Shadow user innovation: governing covert generative-AI use for dynamic-capability renewal,Waters-Lynch; Allen; Potts et al.,2025,journalArticle,"Employees increasingly deploy consumer-grade generative AI at work without formal approval, creating value while evading oversight. We label this behaviour shadow user innovation (SUI) and position it at the nexus of both internal user innovation and shadow information technology (IT). Drawing on lead-user theory, affordance theory, dynamic-capability logic, and trust research, we model how acute work-process pain and strong concealability trigger SUI, and how expected gains relative to sanction risk shape whether employees disclose their findings. We provide a revelation-threshold equation that yields testable propositions. Because covert artefacts remain outside managerial sight, SUI creates a learning blind spot that stalls sensing, seizing, and reconfiguring activities. We offer a governance matrix–repressive, permissive, integrative, structural–linking each response to capability micro-foundations and trade-offs. Our contribution explains when hidden GenAI tinkering erodes control, and when it can be surfaced and scaled into adaptive advantage. We close by outlining a research agenda including ethnography, surveys, and sandbox trials to validate the model and estimate the organisational cost of suppression. This framework equips managers with tools to convert compliance risks into decentralised R&D capacity. More broadly, it recasts concealability as a first-order affordance that reshapes the economics of employee-led innovation. The result is a richer theory of how firms can govern emerging technologies without stifling their bottom-up benefits. © 2025 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group."
8X5X263U,"Shadow AI: cyber security implications, opportunities and challenges in the unseen frontier",Puthal; Mishra; Mohanty et al.,2025,journalArticle,"The progression of artificial intelligence (AI) technologies has reached a level that greatly enhances the different organizational sectors by facilitating them with the means to advance and improve systems and processes. Shadow AI implies the usage of AI tools and systems by individuals within an entity, respectively, without permission thereby implying that these tools were not directly monitored or controlled by the centralized IT or security department. It also contributes to significant cyber risks such as data and security breaches, abuse of compliance, and, in general, an increased threat landscape. This paper highlights into the emerging global security trends and Shadow AI while also covering the unique positioning within the threat landscape concerning unauthorized computation of sensitive data, safety vulnerabilities of the unmonitored AI models, and model poisoning alongside data leakage-marked out. Moreover, this paper covers how Shadow AI distracts the attack landscape while increasing the level of security problem for the organization. Shadow AI, however, can be employed to increase the ability to respond to threats, locate irregularities, and increase the range of options available for cyber solutions even with all its risks. © The Author(s) 2025."
S6DVFFQI,Rich data versus quantity of data in code generation AI: a paradigm shift for healthcare,Ramachandran; Fouracre,2025,journalArticle,"In the context of Code Generation AI (Code Gen AI), “rich” and “quality” data refer to datasets that are not only syntactically and structurally sound but also context-aware, domain-specific, and semantically aligned with the target application. Unlike large-scale, general-purpose code corpora scraped from open repositories, rich datasets are curated to reflect regulatory requirements, architectural patterns, and problem-solving con­ventions within a given field. This distinction is critically important when deploying Code Gen AI in the healthcare sector, where software must meet rigorous standards for safety, auditability, and compliance. Blindly scaling models with low-quality or irrelevant data may lead to brittle, error-prone systems—posing risks not only to patients and providers but also to the integrity of digital healthcare infrastructure. This issue has not been fully addressed in the Code Gen AI research to date. This article evaluates the critical trade-offs between “rich data” and “data quantity” strategies in Code Gen AI and autonomous code agents, focusing on high-integrity sectors such as healthcare. While Code Gen AI can enhance productivity by up to 55% in controlled environments, models trained on unfiltered, large-scale datasets often increase code dupli­cation, churn, and error rates. The central challenge is balancing performance gains with reliability, maintainability, and ethical account­ability. In healthcare, codebases must embody accuracy, traceability, and data privacy—attributes often diluted in large but uncurated training sets. Using Self-Evolving Software as a case study, this article con­trasts the outcomes of both approaches and introduces a weighted data selection matrix tailored to Code Gen AI systems. The findings demonstrate that rich, curated, domain-specific datasets consistently pro­duce more robust, compliant, and sustainable code, especially in sectors where quality and governance are non-negotiable. Plain Language Summary The authors compare two different approaches to training AI systems that write computer code: One that uses massive amounts of general code data (“quantity approach”) versus one that uses smaller but higher-quality, specialized data (“rich data approach”). The research reveals that while the quantity approach might be faster to set up and works for general coding tasks, it often creates serious problems in sensitive areas like healthcare software. These problems include du­plicate code, security vulnerabilities, and code that does not comply with regulations like the Health Insurance Portability and Accountability Act of 1996. The researchers studied a system called Self-Evolving Software (SES) that uses the rich data approach. In healthcare settings, SES produced better results by generating code that results in less rework time and elimination of repeated documentation errors, all fully compliant with healthcare privacy laws. The authors conclude that for important software in regulated industries like healthcare, the quality of data used to train artificial intelligence coding tools matters much more than the quantity. Using carefully selected, well-documented code examples rather than scraping massive amounts of code from public repositories is recommended. This approach creates more reliable, secure, and maintainable software, especially when health or privacy is at stake. © 2025, The Author(s)."
WH2PIBNQ,"Responsible vibe coding: architecture, opportunities, and research agenda",Elgendy; Dwivedi; Al-Sharafi et al.,2026,journalArticle,"Vibe coding is an emerging software engineering approach that transitions development from manual code writing to expressing conversational intent. Building on recent advances in generative artificial intelligence (AI) and large language models (LLMs), this approach enables developers to experiment with specifying and generating software artifacts through natural-language interaction. This paper defines vibe coding as a socio-technical framework that reimagines human–AI collaboration across the development lifecycle. Drawing on recent research and emerging industry, it explores the architectural fundamentals of vibe coding, compares it with related concepts such as agentic development and AI-assisted coding, and highlights its proposed applications while illustrating its potential through several illustrative scenarios. The paper also discusses key challenges in reliability, governance, and security, proposing a structured research agenda focused on human-centered adaptation, technological reliability, and organizational governance. By examining vibe coding as a socio-technical phenomenon, this study provides a foundational perspective on responsible, intent-driven software creation. © 2026 International Association for Computer Information Systems."
7GE63LDE,Repairing infrastructure-as-code using large language models,Low; Cheh; Chen,2024,conferencePaper,"Infrastructure-as-Code (IaC) is the practice of provisioning and managing cloud resources using machine-readable code. IaC is seeing increased adoption because it enhances transparency and reliability of infrastructure operations. However, as any software code, IaC can also contain misconfigurations, which can lead to insecure infrastructure, which may result in data breaches. Existing IaC scanning tools are able to detect common misconfigurations in IaC but they require IaC developers to manually repair the code. Recent advances in Large Language Models (LLMs) have led to promising results in applying LLMs to Automatic Program Repair (APR) tasks for code written in different languages. In this work, we propose an LLM-based approach to fix misconfigurations in IaC code. After misconfigurations in IaC code are identified by scanning tools, we feed the LLMs with the IaC code, details about the misconfigurations, and additional context provided by a human-in-the-loop and prompt the LLM to generate the repaired IaC code. We tested our approach on several vulnerable IaC repositories and found that the GPT-4 model from OpenAI suggests fixes that reduce up to 84.7% of the misconfiguration alarms produced by the scanners and our two-pass solution significantly improves the performance over a one-pass only approach. However, of the fixes suggested, we manually determined that only 79.6% actually solve the problem, while the remaining 20.4% are hallucinated fixes. Specifically, LLM hallucinations in the generated outputs pass checks for misconfigurations but fail other syntax and schema validation checks or do not address the underlying security issue. We propose a few potential approaches to tackle this challenge.  © 2024 IEEE."
X7FVXLCR,Regulating ChatGPT and other large generative AI models,Hacker; Engel; Mauer,2023,conferencePaper,"Large generative AI models (LGAIMs), such as ChatGPT, GPT-4 or Stable Diffusion, are rapidly transforming the way we communicate, illustrate, and create. However, AI regulation, in the EU and beyond, has primarily focused on conventional AI models, not LGAIMs. This paper will situate these new generative models in the current debate on trustworthy AI regulation, and ask how the law can be tailored to their capabilities. After laying technical foundations, the legal part of the paper proceeds in four steps, covering (1) direct regulation, (2) data protection, (3) content moderation, and (4) policy proposals. It suggests a novel terminology to capture the AI value chain in LGAIM settings by differentiating between LGAIM developers, deployers, professional and non-professional users, as well as recipients of LGAIM output. We tailor regulatory duties to these different actors along the value chain and suggest strategies to ensure that LGAIMs are trustworthy and deployed for the benefit of society at large. Rules in the AI Act and other direct regulation must match the specificities of pre-trained models. The paper argues for three layers of obligations concerning LGAIMs (minimum standards for all LGAIMs; high-risk obligations for high-risk use cases; collaborations along the AI value chain). In general, regulation should focus on concrete high-risk applications, and not the pre-trained model itself, and should include (i) obligations regarding transparency and (ii) risk management. Non-discrimination provisions (iii) may, however, apply to LGAIM developers. Lastly, (iv) the core of the DSA's content moderation rules should be expanded to cover LGAIMs. This includes notice and action mechanisms, and trusted flaggers. © 2023 Owner/Author."
L65X78ML,Reflections on the data protection compliance of AI systems under the EU AI act,Hohmann; Kollár,2025,journalArticle,"The European Union’s Artificial Intelligence Act (AI Act) establishes a novel regulatory framework for AI systems, with far-reaching implications for data protection compliance. This study critically analyses the regulatory environment created by the Act and its interaction with the General Data Protection Regulation (GDPR), addressing whether it provides clearer compliance pathways or introduces additional burdens for developers. Using comparative legal analysis, the research finds that the AI Act supplements the GDPR through a risk-based approach that subjects high-risk AI systems to specific obligations. Key concerns include algorithmic opacity, bias, and legal uncertainty in profiling and automated decision-making. The analysis shows that the AI Act attempts to mitigate these risks by strengthening requirements on risk assessment, human oversight, and data governance. While the Act broadly aligns with GDPR principles such as transparency, fairness, and accountability, it also introduces new procedural and documentation duties that may increase compliance complexity. Overall, the study concludes that the AI Act constitutes a complementary yet stricter regulatory layer for AI-driven data processing, balancing innovation with fundamental rights protection and requiring joint interpretation with the GDPR to ensure coherent application. © 2025 University of Pécs. Published by Informa UK Limited, trading as Taylor & Francis Group."
E3E5YA2E,"Redefining the programmer: human-AI collaboration, LLMs, and security in modern software engineering",De La Cruz; Le; Meduri et al.,2025,journalArticle,"The rapid integration of artificial intelligence (AI) into software development, driven by large language models (LLMs), is reshaping the role of programmers from traditional coders into strategic collaborators within Industry 4.0 ecosystems. This qualitative study employs a hermeneutic phenomenological approach to explore the lived experiences of Information Technology (IT) professionals as they navigate a dynamic technological landscape marked by intelligent automation, shifting professional identities, and emerging ethical concerns. Findings indicate that developers are actively adapting to AI-augmented environments by engaging in continuous upskilling, prompt engineering, interdisciplinary collaboration, and heightened ethical awareness. However, participants also voiced growing concerns about the reliability and security of AI-generated code, noting that these tools can introduce hidden vulnerabilities and reduce critical engagement due to automation bias. Many described instances of flawed logic, insecure patterns, or syntactically correct but contextually inappropriate suggestions, underscoring the need for rigorous human oversight. Additionally, the study reveals anxieties around job displacement and the gradual erosion of fundamental coding skills, particularly in environments where AI tools dominate routine development tasks. These findings highlight an urgent need for educational reforms, industry standards, and organizational policies that prioritize both technical robustness and the preservation of human expertise. As AI becomes increasingly embedded in software engineering workflows, this research offers timely insights into how developers and organizations can responsibly integrate intelligent systems to promote accountability, resilience, and innovation across the software development lifecycle. Copyright © 2025 The Authors."
2TTGSYDS,Reasonable ai and other creatures. What role for ai standards in liability litigation?,Frattone,2022,journalArticle,"Standards play a vital role in supporting policies and legislation of the European Union. The regulation of artificial intelligence (AI) makes no exception as made clear by the AI Act proposal. Particularly, Articles 40 and 41 defer to harmonised standards and common specifications the concrete definition of safety and trustworthiness requirements, including risk management, data quality, transparency, human oversight, accuracy, robustness, and cybersecurity. Besides, other types of standards and professional norms are also relevant to the governance of AI. These include European non-harmonised standards, international and national standards, professional codes and guidelines, and uncodified best practices. This contribution casts light on the relationship between standards and private law in the context of liability litigation for damage caused by AI systems. Despite literature’s commitment to the issue of liability for AI, the role of standardisation in this regard has been largely overlooked hitherto. Furthermore, while much research has been undertaken on the regulation of AI, comparatively little has dealt with its standardisation. This paper aims to fill this gap. Building on previous scholarship, the contribution demonstrates that standards and professional norms are substantially normative in spite of their private and voluntary nature. In fact, they shape private relationships due to normative and economic reasons. Indeed, these private norms enter the courtrooms by explicit or implicit incorporation into contracts as well as by informing general clauses such as reasonableness and duty of care. Therefore, they represent the yardstick against which professionals’ performance and conduct are evaluated. Hence, a link between standards, safety, and liability can be established. Against this backdrop, the role of AI standards in private law is assessed. To set the scene, the article provides a bird’s-eye view of AI standardisation. The European AI standardisation initiative is analysed along with other institutional and non-institutional instruments. Finally, it is argued that AI standards contribute to defining the duty of care expected from developers and professional operators of AI systems. Hence, they might represent a valuable instrument for tackling the challenges posed by AI technology to extracontractual and contractual liability. © 2022, University of Torino. All rights reserved."
