item_key,title,authors,year,item_type,abstract
8PPIW9Q5,Unlocking the potential of the prompt engineering paradigm in software engineering: a systematic literature review,Syahputri; Budiardjo; Putra,2025,journalArticle,"Prompt engineering (PE) has emerged as a transformative paradigm in software engineering (SE), leveraging large language models (LLMs) to support a wide range of SE tasks, including code generation, bug detection, and software traceability. This study conducts a systematic literature review (SLR) combined with a co-citation network analysis of 42 peer-reviewed journal articles to map key research themes, commonly applied PE methods, and evaluation metrics in the SE domain. The results reveal four prominent research clusters: manual prompt crafting, retrieval-augmented generation, chain-of-thought prompting, and automated prompt tuning. These approaches demonstrate notable progress, often matching or surpassing traditional fine-tuning methods in terms of adaptability and computational efficiency. Interdisciplinary collaboration among experts in AI, machine learning, and software engineering is identified as a key driver of innovation. However, several research gaps remain, including the absence of standardized evaluation protocols, sensitivity to prompt brittleness, and challenges in scalability across diverse SE applications. To address these issues, a modular prompt engineering framework is proposed, integrating human-in-the-loop design, automated prompt optimization, and version control mechanisms. Additionally, a conceptual pipeline is introduced to support domain adaptation and cross-domain generalization. Finally, a strategic research roadmap is presented, emphasizing future work on interpretability, fairness, and collaborative development platforms. This study offers a comprehensive foundation and practical insights to advance prompt engineering research tailored to the complex and evolving needs of software engineering. © 2025 by the authors."
HN3UG2JE,Understanding code quality: a qualitative evaluation of LLM-generated vs. Human-written code,Naqvi; Jain; Goyal et al.,2025,journalArticle,"As Large Language Models (LLMs) like GPT and Gemini become increasingly integrated into software development, understanding their capabilities and limitations is essential. This project evaluates the effectiveness of these models in code generation by comparing AI-generated code to human-written code in C++ and Python. Key software quality metrics—including cyclomatic complexity, lines of code, and space and time complexity—are used to assess the performance, efficiency, and readability of the generated code. The study also examines how prompt complexity, analyzed at two distinct levels, influences the quality of code produced by the models. By highlighting the strengths and weaknesses of LLMs in handling programming tasks of varying difficulty, this research provides valuable insights for developers, researchers, and industry professionals. The findings aim to inform best practices for integrating AI assistance into development workflows, ensuring a balance between automation and human oversight. Ultimately, this work contributes to more efficient and maintainable coding practices in an AI-augmented development landscape. © 2025 Totem Publisher, Inc. All rights reserved."
399HN438,Turbocharging pull request reviews: exploring generative AI for code review,Dutta; Sharma; Rajgor,2025,conferencePaper,"This paper examines the application of generative AI in automating pull request (PR) reviews, focusing on large-scale pre-trained models . The study highlights the potential of AI-driven tools to generate comprehensive PR descriptions, identify code issues, and enhance developer productivity . Early results indicate that these tools, such as CodeEvaluator, can streamline the review process, reducing the time spent on routine tasks and improving the consistency of code quality checks . Despite the benefits, challenges such as the accuracy of AI-generated content and the necessity for human oversight are discussed, emphasizing the need for balanced integration of AI in software development workflows. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025."
7PPE2M2I,Turning off your better judgment: algorithmic conformity in artificial intelligence-human collaboration,Liel; Zalmanson,2025,journalArticle,"As artificial intelligence (AI) becomes increasingly integral to society, humans’ tendency to forgo their own judgment to adopt algorithmic advice is eliciting substantial concern. Prior research suggests that such overreliance is driven by informational influences (confidence in AI’s superior judgment) or by desire to reduce attentional load. We propose a new mechanism: normative pressure, stemming from the legitimacy afforded to algorithms within social or work-related structures. Using a setup inspired by social conformity research, we conducted four studies involving 1,445 crowd-workers performing straightforward image-classification tasks. Substantial percentages of participants followed erroneous AI recommendations on these tasks, despite being able to perform them perfectly without support. This overreliance was partially mediated by normative pressure, measured as discomfort at disagreeing with AI. Conformity decreased when participants perceived their decisions’ real-life impact as high (versus low). Our findings highlight the risks inherent to human-AI collaboration and the difficulty in ensuring that humans-in-the-loop maintain independent judgment. © 2025 Taylor & Francis Group, LLC."
ZQY67LDF,"Trust and transparency in AI: industry voices on data, ethics, and compliance",McCormack; Bendechache; Lewis et al.,2025,journalArticle,"The EU Artificial Intelligence (AI) Act directs businesses to assess their AI systems to ensure that they are developed in a way that is human-centred and trustworthy. The rapid adoption of AI in the industry has outpaced ethical evaluation frameworks, leading to significant challenges in accountability, governance, data quality, human oversight, technological robustness, and environmental and societal impacts. Through structured interviews with 15 industry professionals, paired with a literature review conducted on each of the key interview findings, this paper investigates practical approaches and challenges in the development and assessment of Trustworthy AI (TAI). The findings from participants in our study, and the subsequent literature reviews, reveal complications in risk management, compliance and accountability, which are exacerbated by a lack of transparency, unclear regulatory requirements and a rushed implementation of AI. Participants reported concerns that technological robustness and safety could be compromised by model inaccuracies, security vulnerabilities, and an overreliance on AI without proper safeguards in place. Additionally, the negative environmental and societal impacts of AI, including high energy consumption, political radicalisation, loss of culture, and reinforcement of social inequalities, are areas of concern. There is a pressing need not just for risk mitigation and TAI evaluation within AI systems but for a wider approach to developing an AI landscape that aligns with the social and cultural values of the countries adopting those technologies. © The Author(s), under exclusive licence to Springer-Verlag London Ltd., part of Springer Nature 2025."
466PYXQJ,Translating code with large language models and human-in-the-loop feedback,De Siano; Fasolino; Sperlí et al.,2025,journalArticle,"Context: In recent years, the code translation task has arisen as one of the major software issues in maintaining software quality during migration over complex infrastructure. This task involves human subjects with different background knowledge and could introduce errors due to the semantic gap between the programming languages and the complexity of the task. Generative Artificial Intelligence (AI) showed good capabilities in code generation, albeit this is highly dependent on the human factor. Objective: This paper investigates, from the human perspective, the use of three Generative AI tools (ChatGPT, Google Bard, and GitHub Copilot) in the context of translation tasks from code written in query languages to code written in framework-specific code languages, specifically focused on SQL dialects and PySpark. This translation is especially crucial during the migration from centralized architectures to cloud-based architectures. Methods: We evaluate the usefulness of these tools, the quality of the generated code, and their impact on performance. The models are tested with queries of various type in three different SQL dialects considering three usage scenarios of increasing complexity. It involves 15 participants with diverse programming backgrounds, who aim to solve tasks by interacting multiple times with the tools and manually changing the code. Results: The findings show a positive performance, demonstrating their reliability in generating coherent translations, achieving 100% precision in most tasks with a slight decrease in more complex scenarios, and producing well-documented code, with a response time of under 2 min, with Google Bard responding 50% faster than the others. Conclusion: In conclusion, this paper establishes a methodology and both quantitative and qualitative metrics for evaluating how generative AI tools streamline code translation, shifting the emphasis from production to refinement. It underscores the importance of continuously improving these tools to integrate them into developers’ workflows and to provide guidelines for intelligent use. © 2025 The Author(s)"
FXKRNI3I,Towards designing user interfaces for optimized human-AI communication and supervisory control in software engineering,Nam; Ki Chan,2025,conferencePaper,"User interface design plays a key role in enabling ethical and effective human oversight of artificial intelligence systems. By integrating Human-Centred Artificial Intelligence principles with Supervisory Control Theory through evidence synthesis, this paper identifies key strategies that support trust, transparency, and adaptive collaboration in complex software environments. The proposed framework positions the interface as the mediator between control logic and human values, guiding system behaviour while enhancing user agency. Key considerations include providing timely and task-relevant explanations, supporting calibrated trust and human control, and enabling context-aware and multimodal interactions. The user interfaces must evolve from a passive display to an active space for negotiation and shared decision-making. This approach ensures that automation remains accountable, usable, and responsive to human goals, laying the foundation for sustainable human-AI partnerships in software engineering.  © 2025 IEEE."
ZVDJ5J88,Towards a responsible AI adoption/adaptation (RAA) ecosystem: vision and model to keep socio-technological balance,Singh; Ul Haq; Presser,2026,conferencePaper,"The rapid adoption of AI technologies is outpacing our ability to assess their long-term societal and economic impacts. Initially, AI was expected to automate only repetitive, low-skill tasks. However, presently, highly skilled roles such as in software development, manufacturing, and finance are being automated. Tasks that once required many professionals can now be managed by a few, disproportionately benefiting those with greater resources and economic power, such as large corporations. This trend may lead to a growing socio-technological imbalance, for instance, a growing mismatch between the rapid advancements in artificial intelligence and society’s ability to adapt to and govern these changes in a fair, ethical, and inclusive manner. As AI-driven automation is increasingly being adopted across almost all business domains, covering all process-level functions. Additionally, there is a lack of practical methods for the ethical and responsible adoption of AI, which are either not being implemented or not well understood by stakeholders in the business ecosystem. This emphasizes the role of Responsible AI (RAI), which is becoming critical and essential in addressing the socio-technological imbalance in the organizational context regarding adopting/adapting AI. RAI ensures that systems are developed and deployed with core principles such as explainability, fairness, ethics, transparency, accountability, human oversight, and privacy. Furthermore, AI itself presents as a technological capability to promote responsible behavior by assessing, predicting, supporting, and regulating its own societal (i.e., organization-specific) and technological impacts. This study explores this dual perspective by reviewing the literature to propose a RAI Adoption/Adaptation (RAA) framework, focusing on the business process as the primary unit of AI intervention. A conceptual system implementation context is proposed to illustrate RAA enablement at the process level and highlight the need for an RAI agentic architecture capable of measuring, analyzing, and forecasting AI’s impact on business processes to support ethical, balanced innovation. © The Author(s) 2026."
IJNY72YE,"Toward a taxonomy of generative AI use cases in business contexts: integrating complexity, risk, and strategy",Stein,2026,journalArticle,"Enterprises adopting generative AI lack systematic frameworks to classify use cases by complexity, assess associated risks, and sequence implementation according to organizational readiness. We synthesize five perspectives from academic and industry literature — application context, value creation, strategic alignment, technical autonomy, and data governance — to develop a multi-dimensional taxonomy for generative AI deployment. Our taxonomy classifies use cases into four ascending complexity levels: (A) work assistants, (B) automated code generation, (C) system-integrated text generation, and (D) tool use. Each level builds upon prior capabilities while introducing distinct technical, organizational, and risk management requirements. We map these patterns across two application contexts: internal operational efficiency and external customer experience enhancement, showing how risk profiles differ between them. By cross-referencing our taxonomy with the five analytical perspectives, we demonstrate how enterprises can assess current maturity, identify strategically aligned use cases, and construct phased implementation roadmaps that balance innovation velocity with risk governance. This framework bridges technical feasibility assessments with business value realization, enabling evidence-based generative AI adoption across industries. © 2026 The Author. Published by Elsevier B.V. This is an open access article under the CC BY license. http://creativecommons.org/licenses/by/4.0/"
C2K75UGE,The vicious circles of skill erosion: a case study of cognitive automation,Rinta-Kahila; Penttinen; Salovaara et al.,2023,journalArticle,"Cognitive automation powered by advanced intelligent technologies is increasingly enabling organizations to automate more of their knowledge work tasks. Although this often offers higher efficiency and lower costs, cognitive automation exacerbates the erosion of human skill and expertise in automated tasks. Accepting the erosion of obsolete skills is necessary to reap the benefits of technology—however, the erosion of essential human expertise is problematic if workers remain accountable for tasks for which they lack sufficient understanding, rendering them incapable of responding if the automation fails. Though the phenomenon is widely acknowledged, the dynamics behind such undesired skill erosion are poorly understood. Thus, taking the perspective of sociotechnical systems, we conducted a case study of an accounting firm that had experienced skill erosion over a number of years due to reliance on their software’s automated functions. We synthesized our findings using causal loop modeling based on system dynamics. The resulting dynamic model explains skill erosion via an interplay between humans’ automation reliance, complacency, and mindful conduction. It shows how increasing reliance on automation fosters complacency at both individual and organizational levels, weakening workers’ mindfulness across three work task facets (activity awareness, competence maintenance, and output assessment), resulting in skill erosion. Such skill erosion may remain obscure, acknowledged by neither workers nor managers. We conclude by discussing the implications for theory and practice and identifying directions for future research. © 2023, Association for Information Systems. All rights reserved."
DYKE748V,The role of firm AI capabilities in generative AI-pair coding,Bughin,2024,journalArticle,"Generative Artificial Intelligence (genAI) is the latest evidence of the transformative value of AI in organisations. One promising avenue is in software engineering, where genAI can contribute to coding by pairing with developers. Based on a sample of global companies, two key findings emerge from an analysis of the productivity impact of genAI pair coding. Coding quality is negatively correlated with productivity throughput gains, while quality-adjusted productivity gains depend on the extent to which firms have deployed AI capabilities in the form of data, skills upgrading and AI governance. As observed with other digital technologies, the success of using genAI is closely linked to complementary technical skills and organisational resources. © 2024 Informa UK Limited, trading as Taylor & Francis Group."
PDYJGF2R,The hidden risks of LLM-generated web application code: a security-centric evaluation of code generation capabilities in large language models,Dora; Lunkad; Aslam et al.,2026,conferencePaper,"The rapid advancement of Large Language Models (LLMs) has enhanced software development processes, minimizing the time and effort required for coding and enhancing developer productivity. However, despite their potential benefits, code generated by LLMs has been shown to be insecure in controlled environments, raising critical concerns about their reliability and security in real-world applications. This paper uses predefined security parameters to evaluate the security compliance of LLM-generated code across multiple models, such as ChatGPT, DeepSeek, Claude, Gemini and Grok. The analysis reveals critical vulnerabilities in authentication mechanisms, session management, input validation and HTTP security headers. Although some models incorporate security measures to a limited extent, none fully align with industry best practices, highlighting the associated risks in automated software development. Our findings underscore that human expertise is crucial to ensure secure software deployment or review of LLM-generated code. Also, there is a need for robust security assessment frameworks to enhance the reliability of LLM-generated code in real-world applications. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2026."
52PTUFU8,The evolution of technical debt from DevOps to generative AI: a multivocal literature review,Moreschini; Arvanitou; Kanidou et al.,2026,journalArticle,"Background: The rapid integration of Artificial Intelligence (AI) – including Machine Learning (ML) and Generative AI – into software systems is reshaping the software development lifecycle. As AI-driven systems become more dynamic and complex, traditional approaches to Technical Debt (TD) management face increasing limitations. Simultaneously, AI-assisted development introduces new forms of TD, particularly in relation to maintainability, explainability, and data governance. Objective: This study aims to explore how Technical Debt Management (TDM) must adapt in the context of AI-enhanced software development. It investigates (1) the evolution of TD in AI-driven systems, and (2) the implications of using AI technologies within the software engineering process. Methods: We conducted a multivocal literature review, combining insights from both peer-reviewed research and industry sources. Following established guidelines, we systematically analyzed 61 primary sources, categorized TD types and management activities, and identified key challenges and practices emerging in the AI era. Results: Our findings reveal that data-related, infrastructure, and pipeline-related TD are particularly prevalent in ML systems. Machine Learning Operations (MLOps) practices are increasingly recognized as essential for managing such debt, especially in relation to dynamic data dependencies and model retraining. In parallel, AI-generated artifacts and automated pipelines introduce new governance and maintainability challenges. Conclusion: Technical Debt in AI systems demands continuous, automated, and cross-functional management strategies. As software evolves in response to data and usage, new operational paradigms – grounded in practices like MLOps and Small Language Model Operations (SLMOps) – will be vital to ensure long-term software sustainability. This study provides a foundational map for researchers and practitioners navigating the intersection of AI and TD management. © 2025 The Authors"
27D36V3E,The ethical concerns raised using AI tools on software development systems,Fawareh; Alsharari,2026,journalArticle,"The advantages, disadvantages, and ethical concerns raised by AI technologies in software creation are the primary foci of this study. It turns out that AI can cut software mistakes in half and boost efficiency by 15% in SMEs, according to an analysis of tools like DeepCode and GitHub Copilot. Intellectual property rights, prejudice, and over-reliance are still problems. Data is gathered via interviews and surveys from developers and specialists, and the research employs both quantitative and qualitative methods, following a case study methodology. For technology to be used sustain, the research suggests building ethical frameworks and combining developers’ abilities with AI. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2026."
XXCF6IHG,The effect of AI-induced outcome favorability on vigilance performance—an exploration based on attention capacity theory,Zhao; Qu; Zhou et al.,2024,journalArticle,"While AI (artificial intelligence) embedded in work scenarios provides a great interaction experience for employees, this favorable experience instead traps employees in a comfort zone, ending up with a reduced vigilance performance. Based on attention capacity theory, this study identifies the mechanism by which AI-induced outcome favorability affects vigilance performance. Pre-test and Study 1 found that AI-induced outcome favorability can adversely affect vigilance performance and that failure experience interventions can help mitigate this adverse effect. Study 2 and 3 explored the mechanisms in detail. Study 2 is a scenario-based experiment that found that a failure experience intervention attenuated the positive relationship between AI-induced outcome favorability and AI complacency. Study 3 further demonstrated that the failure experience intervention moderated the mediating role of AI complacency in the relationship between AI-induced outcome favorability and vigilance performance through a two-period follow-up survey. There was no crossover between subjects in these studies. In conclusion, we find that AI-induced outcome favorability negatively affects vigilance performance via AI complacency, and that appropriate intervention modalities (failure experience intervention) can effectively attenuate this negative effect. We respond to traditional concerns in automation about complacency in human-computer interaction and extend the study of complacency in human-machine interaction. Our findings guide the organizational management of AI-embedded work processes, inspiring companies to initiate training on how AI works and to establish a scientific investigation mechanism for potential disputes over rights and responsibilities. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2023."
Z4SZM266,The AI-driven vendor: impact of AI on offshore software outsourcing,Wende; Alt; Nguyen,2026,conferencePaper,"The paper examines the transformative impact of artificial intelligence (AI) on offshore software outsourcing, with a focus on how AI-driven tools like GitHub Copilot and ChatGPT are reshaping development practices and vendor dynamics. These tools automate routine coding tasks, improve code quality, and accelerate development timelines, creating new value propositions for offshore vendors. This paper argues that the shift to AI demands a redefinition of vendor roles, emphasizing adaptability, knowledge integration, and higher-value contributions beyond traditional coding. Offshore vendors should now move up the value chain and embrace innovation, design, and consultancy roles to remain competitive. In combining theoretical insights with case-based observations, this paper proposes a future framework for AI-integrated outsourcing ecosystems. This framework addresses key challenges such as talent reskilling, collaboration models, and governance structures. Ultimately, the paper highlights that while AI presents efficiency gains, it also compels offshore vendors to evolve strategically and organizationally to sustain their relevance in an AI-dominated software industry."
EHEQPUT7,"The ''who"", ''what"", and ''how"" of responsible AI governance: a systematic review and meta-analysis of (actor, stage)-specific tools",Kuehnert; Kim; Forlizzi et al.,2025,conferencePaper,"The implementation of responsible Artificial Intelligence (AI) in an organization is inherently complex due to the involvement of multiple stakeholders, each with their unique set of goals and responsibilities across the entire AI lifecycle. These responsibilities are often ambiguously defined and assigned, leading to confusion, miscommunication, and inefficiencies. Even when responsibilities are clearly defined and assigned to specific roles, the corresponding AI actors lack effective tools to support their execution. Toward closing these gaps, we present a systematic review and comprehensive meta-analysis of the current state of responsible AI tools, focusing on their alignment with specific stakeholder roles and their responsibilities in various AI lifecycle stages. We categorize over 220 tools according to AI actors and stages they address. Our findings reveal significant imbalances across the stakeholder roles and lifecycle stages addressed. The vast majority of available tools have been created to support AI designers and developers specifically during data-centric and statistical modeling stages while neglecting other roles such as organizational leaders, deployers, end-users, and impacted communities, and stages such as value proposition and deployment. This uneven distribution highlights critical gaps that currently exist in responsible AI governance research and practice. Our analysis reveals that despite the myriad of frameworks and tools for responsible AI, it remains unclear who within an organization and when in the AI lifecycle a tool applies. Furthermore, existing tools are rarely validated, leaving critical gaps in their usability and effectiveness. These gaps provide a starting point for researchers and practitioners to create more effective and holistic approaches to responsible AI development and governance.  © 2025 Copyright held by the owner/author(s)."
YRBG342S,"Synergizing human-AI cooperation in automated software testing: a balance for enhanced efficiency, reliability, and trust",Tuape; Kasurinen; Najjemba et al.,2025,conferencePaper,"Achieving reliable and trustworthy automated software testing requires a synergistic approach that leverages both human expertise and AI capabilities. This position paper argues that active human oversight is crucial for addressing key challenges such as the test oracle problem and training data bias. By fostering human-AI cooperation, potential biases and inaccuracies can be mitigated, leading to more efficient, reliable, and trustworthy automated testing. This approach also aligns with principles from the EU AI Act, which emphasizes the need for effective human control over AI systems. The paper concludes by outlining a future research agenda focused on developing frameworks to foster seamless human-AI collaboration and presenting several open research questions vital for advancing the field.  © 2025 IEEE."
6TZHUCMD,Source code guardrail: AI driven solution to distinguish critical vs. Generic code for enterprise LLM security,Sharma; Gupta,2026,conferencePaper,"The adoption of Large Language Models (LLMs) in businesses raises the possibility of inadvertent intellectual property (IP) and secret data leaks to public artificial intelligence systems. Organizations are using security solutions, including data loss prevention (DLP), access restrictions, monitoring systems, and many more, to lower these risks. However, source code presents a unique challenge in separating benign, non-sensitive code from sensitive, business-critical code, as both may have structural similarities, but business logic could be very different, and the current security systems are not able to handle these variations. In this paper, we propose a novel solution, Source Code Guardrail (SCG), powered by an AI classification model, that automatically categorizes source code as either sensitive (custom, production-grade, or confidential) or non-sensitive (dummy or generic code). Our solution leverages source code embedding models (unixcoder) to convert the code into a language-agnostic numerical vector representation that captures its full details, including semantic meaning, structure, and functionality. These numerical embedding vectors were used as the input feature of the dense layer classification model. In this work, the classification model and UnixCoder are trained together as a merged network so that the model can also learn the code embeddings based on classification loss. The proposed model was trained on manually annotated 8000+ source codes of different languages, which were taken from multiple sources, ensuring a diverse and representative dataset. The proposed model achieves 91.19% accuracy, 86.71% precision, and 90.41% recall in classifying the code as sensitive or non-sensitive to being exposed to public AI services. Combining this classification model with SIEM systems, API proxies, and DLP solutions will enable companies to enforce real-time source code filtering, assuring that only non-sensitive code interacts with LLMs and preventing possible proprietary data leaks. By suggesting a scalable, intelligent method to lower source code exposure concerns in AI-driven environments, our results add to the larger debate on LLM security, enterprise artificial intelligence governance, and automated data protection. We suggest that companies working on private software development use SCG products to stop source code IP from being leaked on public LLM systems. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2026."
B9XME6V7,Software doping analysis for human oversight,Biewer; Baum; Sterz et al.,2025,journalArticle,"This article introduces a framework that is meant to assist in mitigating societal risks that software can pose. Concretely, this encompasses facets of software doping as well as unfairness and discrimination in high-risk decision-making systems. The term software doping refers to software that contains surreptitiously added functionality that is against the interest of the user. A prominent example of software doping are the tampered emission cleaning systems that were found in millions of cars around the world when the diesel emissions scandal surfaced. The first part of this article combines the formal foundations of software doping analysis with established probabilistic falsification techniques to arrive at a black-box analysis technique for identifying undesired effects of software. We apply this technique to emission cleaning systems in diesel cars but also to high-risk systems that evaluate humans in a possibly unfair or discriminating way. We demonstrate how our approach can assist humans-in-the-loop to make better informed and more responsible decisions. This is to promote effective human oversight, which will be a central requirement enforced by the European Union's upcoming AI Act. We complement our technical contribution with a juridically, philosophically, and psychologically informed perspective on the potential problems caused by such systems."
