item_key,title,authors,year,item_type,abstract
9NA8TTTH,"Responsible by design: ethical AI ecosystems for governance, risk, and delivery",Pabitra Saikia; Uttam Kumar,2026,journalArticle,"Based on an aggregate of research from multiple disciplines, international regulations for AI (EU AI Act, NIST AI RMF, IEEE 7000-2021, and ISO/IEC 42001 / help develop mechanisms for oversight and control. / Ethical AI, AI Governance Frameworks, Risk Management, Responsible Innovation, Algorithmic Accountability, Human-Centered AI, Bias Mitigation, Enterprise"
N9825KAC,The reconstructability gap: how AI-generated narratives acquire authority without records,Timothy de Rosen,2026,journalArticle,"AI Governance, Reconstructability, Records, AI Reliance Logging\, AI Reliance Evidentiary System, AIVO, AIVO Standard, Banking, Pharma, EU AI Act, SEC,"
3TUJG87T,CAP: a cryptographically verifiable provenance framework for creative and generative AI systems,Tokachi Kamimura,2026,journalArticle,"Existing AI governance approaches largely rely on policy statements, internal logs, or post-hoc explanations that are not independently verifiable and / verify what an AI system did—and crucially, what it did not do—CAP provides a practical foundation for accountability, dispute resolution, and regulatory compliance / Artificial Intelligence Governance, Generative AI, Creative AI, Cryptographic Provenance, AI Auditability, Verifiable Logging, AI Accountability, EU AI / Act"
DQM82F3L,Research vision for Co-designing responsible AI,Daniele Quercia,2026,journalArticle,"Responsible AI principles are everywhere, but implementation is stuck between box-ticking compliance / Responsible AI principles are everywhere, but implementation is stuck between box-ticking compliance / Responsible AI principles are everywhere, but implementation is stuck between box-ticking compliance / Responsible AI principles are everywhere, but implementation is stuck between box-ticking compliance / Responsible AI principles are everywhere, but implementation is stuck between box-ticking compliance / Responsible AI principles are everywhere, but implementation is stuck between box-ticking compliance / Responsible AI principles are everywhere, but implementation is stuck between box-ticking compliance / AI Act–aligned risks, and NLP Guard to reduce harmful reliance on protected attributes after launch."
62S6DFXY,"Computable design space exploration via governance frameworks: joint optimisation of permission boundaries, monitoring thresholds and user transparency policies (for proxy AI)",Wei Meng,2026,journalArticle,"To support reproducible and auditable evaluation, this paper constructs a NIST-grade trajectorylevel hyper-simulation data protocol aligned with the NIST / AI RMF and GenAI Profile's 'governance-measurement-management' closed loop. / Proxy Artificial Intelligence, Constrained Bayesian Optimisation, Compliance Risk Control, Distribution Shift, Cognitive Graphs"
WZSG4ZIT,Why probabilistic AI resists auditability: from explainability to verifiable responsibility in high-risk AI systems,Thomas Gessler,2026,journalArticle,"Current approaches to AI governance assume that accountability can be achieved through explainability, documentation, and post-hoc controls. / The aim is to inform regulatory, legal, and governance discussions on the structural limits of explainability and the requirements for audit-ready AI infrastructure / AI accountability, Auditability, AI governance, Non-deterministic AI, High-risk AI systems, Liability, AI regulation, Decision systems, Explainability"
7VIJQWBF,Observability is not enforcement: a doctrinal and architectural framework for distinguishing compliance instrumentation from runtime authorization in AI governance,Edward Meyman,2026,journalArticle,"This paper introduces a doctrinal and technical framework for distinguishing evidence-routing compliance systems from authorization governance / Drawing on reference monitor theory and regulatory contexts including GDPR Article 22 and the EU AI Act, the paper argues that governance without / AI governance, enforcement, authorization, compliance, deterministic governance, cryptographic signing, proof-carrying decisions, regulatory compliance / , EU AI Act, GDPR, runtime authorization, fail-closed systems, reference monitor, policy enforcement point, non-bypassable controls, automated decision-making"
SEVQQF2T,Decision architecture - a tunable governance model for human-AI decision boundaries,Daniel Hettrick,2026,journalArticle,"The resulting gap between machine-speed execution and human oversight exposes organizations to automation bias, accountability failures, and increasing / (decision rights theory), and emerging AI regulation (including the EU AI Act and NIST AI RMF), the paper argues that while no unified academic field / Decision Architecture, AI governance, human–AI decision boundaries, automation bias, decision rights theory, choice architecture, confidence calibration"
CEQVR92V,Requisite variety for ai security,Matthias Muhlert,2026,journalArticle,"The framework aligns with and complements NIST AI RMF, the EU AI Act, ETSI EN 304 223, and OWASP vulnerability taxonomies, positioning itself as a structural / governance layer rather than a replacement for existing approaches. / AI security, agentic AI, requisite variety, cybernetics, Viable System Model, systems theory, AI governance, prompt injection, Policy Enforcement Point / , autonomous systems, security architecture, EU AI Act, NIST AI RMF, threat modelling, adaptive cyber resiliency"
B8CIYLXF,Platform constitutions and algorithmic rule of law in generative AI: translating the EU AI act and korea’s AI trust framework into provider governance texts,Sung Hee Yoo; Hyo-Joong Suh,2026,journalArticle,"Generative AI services increasingly mediate search, writing, learning, and coordination, yet their governance is enacted through a hybrid of contractual / To examine how public AI regimes shape private ordering, we map obligations under the EU AI Act and Korea’s AI trust framework to platform clauses and / digital constitutionalism, platform governance, rule of law, algorithmic governmentality, EU AI Act, Korea AI Basic Act"
RX9I52KT,Execution-time authorization for AI agents: a formal framework for deterministic governance boundaries,Edward Meyman,2026,journalArticle,"This paper formalizes execution-time authorization as a distinct architectural category within AI governance. / Third, it establishes testable conformance criteria that distinguish conforming execution-time authorization systems from adjacent governance categories / execution-time authorization, AI governance, deterministic governance, pre-execution authorization, AI agent security, fail-closed AI, authorization boundaries / , proof-carrying decisions, AI regulation, deterministic authorization, AI compliance, governance architecture, algorithmic accountability, autonomous"
WEWQ9NTT,Verified adversarial reasoning intelligence (VARI): multi-agent adversarial verification for regulated AI decision-making,Eric Swidey,2026,journalArticle,"We previously demonstrated VARI as a reference architecture for EU AI Act Article 14 compliance in employment AI (Swidey, 2025). / The regulatory trajectory, including Article 14 of the EU AI Act, the Colorado AI Act (effective June 30, 2026), and the NAIC Model Bulletin, demands both / AI Governance, Adversarial Verification, Multi-Agent Systems, Legal AI, Insurance AI, Hallucination Detection, Algorithmic Discrimination, Per-Decision / Verification, EU AI Act Article 14"
KWD6CKFR,From monitoring to authorization: the structural shift emerging in agentic AI governance,Edward Meyman,2026,journalArticle,"systems transition from generating content to executing real-world side effects—writing to databases, initiating transactions, modifying infrastructure—the governance / It argues that traditional compliance mechanisms—deterrence, accountability, escalation, and documentation—are structurally mismatched to autonomous systems / Agentic AI, AI governance, authorization boundary, enforcement architecture, AI regulation, regulatory compliance, algorithmic accountability, AI risk / management, deterministic governance, evidence-grade governance, independent verification, policy-state binding"
4YKMK4ZI,On the impossibility of observability-based authorization: a formal impossibility result for ex-ante AI governance,Edward Meyman,2026,journalArticle,"compliance evidence remain underdeveloped. / Implications for procurement, audit, and regulatory oversight are discussed, along with limitations and directions for empirical benchmarking. / AI governance, governance laundering, policy theater, compliance architecture, failure modes, anti-laundering tests, deterministic governance, evidence-grade / governance, AI regulation, regulatory compliance, audit methodology, independent verification, algorithmic accountability, evidentiary standards"
DQYFMUG9,AI agents' shadow principals,Christina Lee,2026,journalArticle,"provides around reasoning through when one entity acts on behalf of another as an intuitive and useful analytical framework for thinking through the governance / agentic AI, AI agents, AI regulation, artificial intelligence"
6SILTI7B,Responsible AI: a practitioner playbook for trustworthy AI governance,Sukanya P,2026,journalArticle,"AI adoption has accelerated sharply across organisations, yet most governance efforts remain abstract or compliance-driven and do not translate into engineering / Broader topics such as data governance, regulatory compliance (e.g., EU AI Act), and organisational policy design are intentionally out of scope."
K4EQ3GFV,Reliance authorization in AI systems: defining operational decision thresholds — a preliminary governance model,Timothy Kang,2026,journalArticle,"Current AI governance frameworks focus extensively on model evaluation, risk categorization, and lifecycle documentation. / This paper introduces the concept of operational decision thresholds — governance boundaries that determine when and under what conditions an organization / AI governance, algorithmic accountability, decision authority, automated decision-making, operational risk, model risk management, human oversight, institutional / liability, reliance authorization, AI regulation"
ICZFW8I4,Security-by-design for multi-agentic AI systems,Shaurya Jauhari,2026,journalArticle,"As we highlight in this document, security by design for MAS will require intertwining governance and compliance aligned to AI risk frameworks (NIST AI / RMF) and evolving standards and regulations (ISO/IEC 42001, EU AI Act), secure architectures with strong isolation (sandboxing) and least privilege enforcements"
YJLK5FPA,Ethics for oversight and protection the constitutional case for AI governance infrastructure,Basil Puglisi,2026,journalArticle,"This paper makes the constitutional case for AI governance infrastructure, arguing that the American public does not need more AI regulation but rather / The paper introduces a three-tier distinction between Ethical AI, Responsible AI, and AI Governance, proposes GOPEL (Governance Orchestrator Policy Enforcement / AI Governance, Constitutional Oversight, Provider Plurality, GOPEL, Non-Cognitive Agent, Public Policy, AI Infrastructure, Automation Bias, Democratic"
H7ZEP6FZ,"Navigating the AI regulatory labyrinth: a comparative analysis of legal, technical, and audit frameworks for compliance by design",Sung Woo Shon,2026,journalArticle,"As artificial intelligence (AI) systems become embedded in critical infrastructure, enterprise workflows, and public services, the global governance landscape / This paper presents a comparative analysis of six influential AI governance frameworks: the European Union Artificial Intelligence Act (EU AI Act), the / AI, artificial intelligence, EU AI Act, NIST Artificial Intelligence Risk Management Framework, AI RMF, ISO/IEC 42001, SOC 2, U.S. / Copyright Office guidance, AI governance, AI governance framework"
