item_key,title,authors,year,item_type,abstract
X7S3ELFB,Decision-agent fit in business intelligence: a governance-first framework for agentic AI,Rupesh Ghosh,2026,journalArticle,"Findings Human-in-the-loop and rule-based agents enhance governance and reliability; conversational agents improve speed and user acceptance; autonomous / Practical implications The DAF framework enables BI leaders to balance automation benefits with governance and cost objectives through risk-based agent / Business intelligence, Decision intelligence, Agentic AI, Decision-agent fit (DAF), Governance, Decision support systems"
NV5QU9G2,Security in the age of AI teammates: an empirical study of agentic pull requests on GitHub,Mohammed Latif Siddiq; Xinye Zhao; Vinicius Carvalho Lopes et al.,2026,journalArticle,"Context.Autonomous coding agents are increasingly deployed as AI teammates in modern software engineering, independently authoring pull requests (PRs) / that modify production code at scale. / Large Language Models (LLMs), AI Agent, security, GitHub"
R775N6KW,Operational AI governance and the runtime decision ownership gap,Vivekanand Singh; Shubham Yadav,2026,journalArticle,"approaches emphasize model correctness, policy compliance, and system integrity, but provide limited visibility into how humans actually interact with AI / This report presents qualitative validation evidence indicating a systemic governance gap: organizations can increasingly reconstruct what AI systems did / AI Governance, Human-in-the-Loop, Decision Ownership, Operational AI, Auditability, Behavioral Drift"
92WHF5PM,AI based pentesting of AI systems: recursive security failures (when AI attacks AI and humans can't keep up),Pranav Bhatnagar,2026,journalArticle,"In recent years, AI driven tools have increasingly been deployed not only to protect systems, but also to test them. / This convergence has given rise to a new and largely unexamined phenomenon: AI systems actively testing, probing, and exploiting other AI systems. / AI Based Penetration Testing, AI-on-AI Security, Recursive Security Failures, Autonomous Red Teaming, Adaptive Cyber Defense, Machine Led Security Testing / , Feedback Loop Vulnerabilities, Human in the Loop Limitations, Speed Asymmetry in Cybersecurity, Emergent Attack Surfaces, AI Governance and Accountability"
6W887UGH,Some simple economics of AGI,Christian Catalini; Xiang Hui; Jane Wu,2026,journalArticle,"The current ""human-in-the-loop"" equilibrium is unstable. / The current ""human-in-the-loop"" equilibrium is unstable. / Using AI to verify AI only manufactures false confidence as correlated blind spots propagate. / artificial intelligence, artificial general intelligence, AGI, Measurability-Biased Technical Change, Labor Substitution, AI Alignment, verification, cryptographic / provenance, AI governance, economics of artificial intelligence"
A5B8R864,Interpretation attacks: exploiting how AI explains and justifies decisions,Pranav Bhatnagar,2026,journalArticle,"attacks can erode trust, amplify automation bias, and undermine governance mechanisms without triggering conventional security alerts. / further examines why existing defensive frameworks fail to address these risks, highlighting limitations in static validation, output-centric auditing, and human-in-the-loop / Interpretation Attacks, Explainable Artificial Intelligence, XAI Security, Model Transparency, Adversarial Machine Learning, Automation Bias, AI Governance"
T54432DN,Regulation and cyborgs,Derek E. Bambauer,2026,journalArticle,"First, blended human-automation decisionmaking is increasingly ubiquitous, diverse, and inevitable in a world flooded with data. / Second, normal accident theory shows that having a human in the loop can usefully create resilience, but only if the cyborg’s design enables that person / artificial intelligence, AI, defamation, copyright, cyborg, automated decisionmaking, income tax audit, emissions, 737 MAX, normal accident theory, consumer"
RTES3DXX,Adaptive model risk management for the AI era: leveraging SR 11-7 and global plugins,Naresh Raheja,2026,journalArticle,"This paper argues that while the core principles of SR 11-7 remain essential, MRM frameworks can be adapted to the specific mechanics of modern AI. / By adopting targeted capabilities such as safety metrics, actionable counterfactuals, confabulation controls, Human-in-the-Loop oversight, and differentiation / Model Risk Management (MRM), SR 11-7, Artificial Intelligence, Generative AI, Adaptive Framework"
FYS3UNC6,The deskilling dilemma: tacit knowledge erosion in AI-augmented banking supervision,Shahriyar Ahmadov,2026,journalArticle,"The rapid integration of artificial intelligence and automation into banking supervision, risk management, and internal audit creates a fundamental epistemological / paradox: while AI systems enhance efficiency and analytical breadth, they simultaneously erode the tacit knowledgethe experiential, intuitive, and contextual / tacit knowledge, banking supervision, SupTech, deskilling, supervisory judgment, phronesis, artificial intelligence, SREP, human-in-the-loop"
J3RQGUUD,Establishing structural execution boundaries for irreversible AI actions: the WRS framework,Jing Liu,2026,journalArticle,"Existing approaches—ranging from alignment and constitutional constraints to risk scoring and human-in-the-loop oversight—largely assume that execution / WRS is applicable across advanced AI systems, including AGI and prospective ASI, as well as non-AI automated systems with irreversible consequences. / AI Governance, Structural Accountability, Execution Authorization, Irreversible Risk, Autonomous Systems, Safety-Critical Systems, Responsibility Gap, / Default-Block Logic, Systemic Risk, AI Safety"
