item_key,title,authors,year,item_type,abstract
D5S6J3FF,The principle of governance relativity: frame-invariant AI governance across domains,Jonathan Lai,2026,journalArticle,"ai governance, ai safety, ai regulation, pre-execution governance, human authority verification, volitional verification, integrated governance architecture / , authorization integrity, behavioral divergence, governance architecture, recursive governance"
3DPZK2P7,AI governance as safety management: a pre execution control architecture for AI safety and autonomous systems,Dr. Bryan McCaa,2026,journalArticle,"The architecture incorporates enforceable human oversight conditions, immutable audit records / The architecture incorporates enforceable human oversight conditions, immutable audit records / from passive oversight to active control. / AI governance, safety management systems, execution risk, pre-execution control, EU AI Act, NIST AI RMF, authorization architecture, human oversight, EU / AI Act"
ID5GDTG3,Anumati: proof of adherence as a formal consent model for autonomous agent protocols,Ravi Kiran Kadaboina,2026,journalArticle,"agent consent, proof of adherence, A2A protocol, Model Context Protocol, AI governance, EU AI Act, formal verification, TLA+"
4KB7X3A7,Technical appendix: a proposed attested-verifiable inference architecture for the luevano standard,Alberto Rocha,2026,journalArticle,"as an assurance architecture combining zero-knowledge proofs for model inference with remote attestation, providing stronger runtime evidence for AI governance / It frames this as a technological measure supporting EU AI Act Article 9 and Article 11 compliance demonstration, not as a universal legal solution. / Luevano Standard, Zero-Knowledge Proofs, AI Governance, EU AI Act, Verifiable Inference"
PJJNTMKB,Watching the watchmen: overseers’ algorithm aversion in AI arbitration,Bahadir Koksal,2026,journalArticle,"generation become institutionally established, the dominant regulatory and scholarly response has converged on an important safeguard: human-in-the-loop oversight / The EU AI Act, institutional arbitration rules, and judicial practice all require a human decision-maker to review and validate AI-generated awards before"
9WMDVVD3,Challenges and best practices in corporate AI governance: lessons from the biopharmaceutical industry,Jakob Mökander; Margi Sheth; Mimmi Gersbro-Sundler et al.,2022,journalArticle,The examples we discuss highlight challenges that any organization attempting to operationalize AI governance will have to face. / how to measure the impact of specific AI governance initiatives.
7I5YYF7L,Systems integration model for AI solutions with explainability requirements,Dr. Sandra Smyth,2025,journalArticle,"Then, the missing elements to operationalize those legal obligations were extracted from AI frameworks such as (a) the NIST AI Risk Management Framework / (AI RMF1.0), (b) the standard ISO/IEC 42001:2023 Artificial Intelligence Management Systems, (c) the Singapore Model AI Governance Framework, and (d)"
6E277MF8,"The argent framework: a paradigm to compose, orchestrate, and govern enterprise AI agents",Anantha Sharma; Swetha Devabhaktuni; Eklove Mohan,2025,journalArticle,"Modern LLM-based agents excel at flexible tool use and opportunistic planning but struggle to meet enterprise requirements for governance, auditability / proposing a new, analogous notational standard tailored for agents and can deliver governed flexibility, reproducibility, and human-agent teaming at enterprise / Multi-Agent Systems, Automated Planning, LLM Agents, BPMN, Governance, Knowledge Graphs, Human-Agent Teaming, AI Governance, LLM Framework, Agentic Framework"
FWKYVQPD,Vibe coding and AI-led conversational programming: emerging trends in software development,Irfan Samsyudin,2025,journalArticle,"AI-assisted programming, evaluates its performance, investigates cognitive, trust, and security implications, and proposes a framework for responsible adoption / A three-pillar framework is proposed-hybrid integration, human oversight, and context-aware deployment-to guide responsible adoption. / Vibe Coding, Conversational Programming, Artificial Intelligence, Software Development Paradigms, Human-AI Collaboration, Code Quality, Responsible AI"
5257HHP3,"Intersections between trust, safety, and responsible AI how trust & safety and AI auditing can learn and evolve together",Amar Ashar,2025,journalArticle,"While T&S risk assessment often operates at a feature or content level, increasing adoption of AI suggests practitioners may benefit from lessons learned / This chapter explores increasing intersection points between T&S and Responsible AI, describing tools to equip T&S teams and other interested stakeholders / Trust & Safety, Responsible AI, AI Auditing, Auditing"
9B5JSNKL,Advancing U.S. competitiveness through governance tools and trustworthy frameworks for autonomous GenAI agentic systems,Satyadhar Joshi,2025,journalArticle,"platforms, compliance automation tools, and risk assessment frameworks that enable measurable governance of autonomous operations across government and enterprise / Our evaluation reveals that effective agentic AI governance necessitates integrated systems capable of managing compositional risks across multiple abstraction / Agentic AI, Generative AI Governance, Autonomous Systems, Multi-Agent Systems, AI Safety, Responsible AI, AI Compliance"
YSWB2EB6,Verifiable AI governance: the four tests standard (4TS) and proof-carrying decisions,Edward Meyman,2025,journalArticle,"We present the Four Tests Standard (4TS)—a vendor-neutral, formal specification that converts AI governance from claims to proofs. 4TS defines four verifiable / Adoption profiles span LLM tools, RAG, and MLOps. This replaces post-hoc narratives with mechanically checkable evidence of control. / AI Governance, Formal Verification, Accountability, Proof-Carrying Decisions, Deterministic Systems"
XWRDVMR6,Custom GPTs vs. Gemini gems: a technical comparison of AI assistant platforms including an analysis of vibe coding for agentic AI development,Freeman Jackson,2025,journalArticle,"It analyzes their architectural differences across instruction design, retrieval-augmented generation, tool integration, enterprise governance, security / Overall, this paper provides technical guidance for practitioners, enterprise architects, and policymakers considering the design, deployment, / Custom GPTs, Gemini Gems, Agentic AI, Vibe Coding, Retrieval-Augmented Generation (RAG), AI assistant platforms, Multimodal AI, Enterprise AI governance"
